index,Year Built,lat,lng
270164,1981.0,61.11609631945824, -149.737241309164
270165,2001.0,61.11653050994824, -149.73735187097
270166,1973.0,61.17078628935405, -149.849530388045
270167,1980.0,61.18881288388975, -149.760600408246
270168,1962.0,61.19925164013123, -149.85231976316402
270169,1952.0,61.199117861301225, -149.85121350749301
270170,1983.0,61.1175830218145, -149.732262930144
270171,2009.0,61.14284189289481, -149.984271218091
270172,1985.0,61.23744224742637, -149.274938204868
270173,2004.0,61.11746718594148, -149.733053808278
270174,1977.0,61.23038216208024, -149.875802507271
270175,2002.0,61.11594415843097, -149.732732839841
270176,1984.0,61.11610509276732, -149.732274267557
270177,1972.0,61.11933554586484, -149.729849470082
270178,1989.0,61.11878891177931, -149.729832957483
270179,2006.0,61.14376096064275, -149.985596317441
270180,1972.0,61.11777654907569, -149.743874253273
270181,1996.0,60.96391724999712, -149.108325235769
270182,1978.0,61.11643072753844, -149.74097158051902
270183,1978.0,61.11592113878451, -149.744121538246
270184,1975.0,60.96268345330209, -149.133446716355
270185,2001.0,61.12014549602949, -149.729390694387
270186,2001.0,61.1206700002556, -149.72926842133802
270187,1996.0,61.12088099166684, -149.729321088879
270188,1976.0,61.121368736879305, -149.729316154154
270189,1978.0,61.12192289144032, -149.729399867276
270190,1978.0,61.12262378817117, -149.729397940999
270191,1981.0,61.121993148189965, -149.726137788259
270192,1981.0,61.12160493982245, -149.726144721605
270193,1981.0,61.12118545489167, -149.72612587095298
270194,1981.0,61.12068572951618, -149.726115485536
270195,1980.0,61.12025675101815, -149.726192121729
270196,1981.0,61.1200508883498, -149.725929109269
270197,1972.0,61.19650615185722, -149.84470056161902
270198,2001.0,61.12013616948413, -149.725554504764
270199,1953.0,61.12274370764478, -149.727697770643
270200,1997.0,61.1228854712995, -149.726206893885
270201,2013.0,61.12117084289592, -149.723497804253
270203,2014.0,61.14453530662631, -149.98442171187298
270204,1974.0,61.10491254320549, -149.81709032023
270205,1974.0,61.10311353104249, -149.852836832431
270206,1972.0,61.19643472229853, -149.84469973973702
270207,2005.0,61.12242472570311, -149.72560644091803
270208,2006.0,61.12146058553506, -149.72328092018603
270209,2003.0,61.121374021808215, -149.722909130956
270210,1979.0,61.11926487345168, -149.79697593089898
270211,1973.0,61.170945154596055, -149.849531800658
270212,2004.0,61.12105173383957, -149.93386410137202
270213,1965.0,61.11864910922855, -149.797005050403
270214,1978.0,61.11817010626564, -149.79696483995798
270215,1978.0,61.117899579423806, -149.79698522463
